condition,_loop_noises.thisRepN,_loop_noises.thisTrialN,_loop_noises.thisN,_loop_noises.thisIndex,_loop_lists.thisRepN,_loop_lists.thisTrialN,_loop_lists.thisN,_loop_lists.thisIndex,_loop_words.thisRepN,_loop_words.thisTrialN,_loop_words.thisN,_loop_words.thisIndex,__instructions.started,__instructions.stopped,__continue.keys,__continue.rt,__continue.started,__continue.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
condition 3,1,1,5,2,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,2,0,2,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,3,0,3,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,4,0,4,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,0,0,0,0,0,0,0,0,,,,,,,13.96613205199992,None,space,0.12515370700020867,13.96613205199992,None,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,0,0,0,0,0,0,0,0,,,,,,,14.131515918000332,None,space,0.1471118129993556,14.131515918000332,None,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,0,0,0,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,1,0,1,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,2,0,2,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,3,0,3,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,4,0,4,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,0,0,0,0,0,0,0,0,,,,,,,14.3156031110002,None,space,0.16515417299979163,14.3156031110002,None,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,1,0,1,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,2,0,2,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,3,0,3,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,4,0,4,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 2,2,0,8,1,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,0,0,0,0,0,0,0,0,,,,,,,14.515687727000113,None,space,0.15035271099986858,14.515687727000113,None,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,0,0,0,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,1,0,1,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,2,0,2,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,3,0,3,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,4,0,4,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 3,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,0,0,0,0,0,0,0,0,,,,,,,14.715437808000388,None,space,0.13825214499956928,14.715437808000388,None,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,0,0,0,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,1,0,1,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,2,0,2,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,3,0,3,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,4,0,4,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 4,2,2,10,3,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,2,3,11,0,0,0,0,0,0,0,0,0,,,,,,,14.89899792200049,None,space,0.16705110899965803,14.89899792200049,None,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,2,3,11,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,2,3,11,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,2,3,11,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,2,3,11,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
condition 1,2,3,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2125,ominoise_main,3.2.4,59.98056329851662,
