condition,_loop_noises.thisRepN,_loop_noises.thisTrialN,_loop_noises.thisN,_loop_noises.thisIndex,_loop_lists.thisRepN,_loop_lists.thisTrialN,_loop_lists.thisN,_loop_lists.thisIndex,_loop_words.thisRepN,_loop_words.thisTrialN,_loop_words.thisN,_loop_words.thisIndex,__instructions.started,__instructions.stopped,__continue.keys,__continue.rt,__continue.started,__continue.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,_bye_text.started,_bye_text.stopped,_bye_keyboard.keys,_bye_keyboard.rt,_bye_keyboard.started,_bye_keyboard.stopped,participant,session,date,expName,psychopyVersion,frameRate,
condition 4,0,0,0,3,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 4,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,16.07568486799937,None,space,0.4532330339998225,16.07568486799937,None,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,0,0,0,0,0,0,0,0,,,,,,,16.57669384899964,None,space,0.3023018289995889,16.57669384899964,None,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,0,0,0,0,0,0,0,0,,,,,,,16.926135472999704,None,space,0.30294336899987684,16.926135472999704,None,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
condition 1,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
,,,,,,,,,,,,,,,,,,,,,,,,,17.27590995099945,None,space,0.4530058620002819,17.27590995099945,None,,001,2020_Feb_03_2127,ominoise_main,3.2.4,59.97436515726776,
