instructions.started,instructions.stopped,move_on.keys,move_on.rt,move_on.started,move_on.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.976186391000283,None,space,4.625219389999984,15.976186391000283,None,001,001,2020_Feb_03_2058,ominoise_main,3.2.4,59.967703673534814,
